Startzeit;Endzeit;PM10;PM2.5;Ozon;CO;NO2;NO
"14.09.2021 00:00";"15.09.2021 00:00";19.66;9.83;41.22;;43.23;23.51
"15.09.2021 00:00";"16.09.2021 00:00";16.65;10.85;33.45;;29.51;11.38
"16.09.2021 00:00";"17.09.2021 00:00";10.31;7.05;27.13;;18.90;6.49
"17.09.2021 00:00";"18.09.2021 00:00";14.93;10.22;36.21;;25.55;11.90
"18.09.2021 00:00";"19.09.2021 00:00";11.23;8.85;29.38;;20.11;6.93
"19.09.2021 00:00";"20.09.2021 00:00";7.34;5.55;33.21;;16.97;4.49
"20.09.2021 00:00";"21.09.2021 00:00";8.08;4.64;31.49;;25.45;9.77
"21.09.2021 00:00";"22.09.2021 00:00";15.89;10.38;34.11;;29.76;16.85
"22.09.2021 00:00";"23.09.2021 00:00";22.98;13.61;30.86;;29.92;13.38
"23.09.2021 00:00";"24.09.2021 00:00";14.41;10.59;28.78;;25.84;12.17
"24.09.2021 00:00";"25.09.2021 00:00";16.19;11.27;34.50;;32.00;18.24
"25.09.2021 00:00";"26.09.2021 00:00";11.94;8.54;33.95;;30.48;13.59
"26.09.2021 00:00";"27.09.2021 00:00";12.81;8.58;33.33;;15.66;4.89
"27.09.2021 00:00";"28.09.2021 00:00";14.91;9.14;34.38;;30.04;11.09
"28.09.2021 00:00";"29.09.2021 00:00";10.97;6.77;32.70;;26.92;11.92
"29.09.2021 00:00";"30.09.2021 00:00";8.23;5.20;35.07;;24.08;9.98
"30.09.2021 00:00";"01.10.2021 00:00";8.25;4.54;36.41;;27.32;11.60
"01.10.2021 00:00";"02.10.2021 00:00";13.83;7.50;30.82;;37.49;24.57
"02.10.2021 00:00";"03.10.2021 00:00";10.23;7.04;41.54;;22.07;8.35
"03.10.2021 00:00";"04.10.2021 00:00";7.63;4.45;43.79;;11.34;3.68
"04.10.2021 00:00";"05.10.2021 00:00";6.06;4.05;35.51;;25.15;11.54
"05.10.2021 00:00";"06.10.2021 00:00";7.27;5.31;26.83;;20.80;10.65
"06.10.2021 00:00";"07.10.2021 00:00";5.68;3.63;36.88;;24.14;10.80
"07.10.2021 00:00";"08.10.2021 00:00";10.12;5.60;34.06;;30.60;15.26
"08.10.2021 00:00";"09.10.2021 00:00";13.75;8.94;29.37;;30.35;18.64
"09.10.2021 00:00";"10.10.2021 00:00";16.52;13.50;26.58;;20.37;9.09
"10.10.2021 00:00";"11.10.2021 00:00";17.30;14.78;21.13;;19.60;7.90
"11.10.2021 00:00";"12.10.2021 00:00";16.33;12.04;27.07;;32.22;16.44
"12.10.2021 00:00";"13.10.2021 00:00";16.42;13.32;28.34;;32.01;13.60
"13.10.2021 00:00";"14.10.2021 00:00";11.32;6.97;31.93;;29.20;13.28
"14.10.2021 00:00";"15.10.2021 00:00";10.77;7.25;28.00;;34.71;17.13
"15.10.2021 00:00";"16.10.2021 00:00";13.42;7.48;29.82;;36.98;22.31
"16.10.2021 00:00";"17.10.2021 00:00";15.83;13.52;24.82;;28.06;12.86
"17.10.2021 00:00";"18.10.2021 00:00";17.78;15.46;19.94;;27.38;16.01
"18.10.2021 00:00";"19.10.2021 00:00";16.98;10.73;28.41;;44.08;34.61
"19.10.2021 00:00";"20.10.2021 00:00";16.96;7.54;31.39;;49.81;36.93
"20.10.2021 00:00";"21.10.2021 00:00";11.09;5.66;38.24;;36.17;21.03
"21.10.2021 00:00";"22.10.2021 00:00";7.83;4.62;41.93;;17.56;8.15
"22.10.2021 00:00";"23.10.2021 00:00";7.37;5.08;32.82;;22.54;7.99
"23.10.2021 00:00";"24.10.2021 00:00";8.82;6.75;29.37;;23.96;7.54
"24.10.2021 00:00";"25.10.2021 00:00";11.41;9.45;23.29;;26.98;11.34
"25.10.2021 00:00";"26.10.2021 00:00";19.72;9.52;31.64;;45.39;30.48
"26.10.2021 00:00";"27.10.2021 00:00";12.73;8.89;29.33;;37.81;17.61
"27.10.2021 00:00";"28.10.2021 00:00";19.66;10.40;23.92;;33.86;20.93
"28.10.2021 00:00";"29.10.2021 00:00";19.59;12.83;26.80;;43.42;31.72
"29.10.2021 00:00";"30.10.2021 00:00";23.04;17.47;25.63;;43.08;55.05
"30.10.2021 00:00";"31.10.2021 00:00";13.34;10.24;32.59;;39.74;19.43
"31.10.2021 00:00";"01.11.2021 00:00";11.49;8.67;29.86;;32.42;11.16
"01.11.2021 00:00";"02.11.2021 00:00";5.59;4.04;33.02;;22.68;5.13
"02.11.2021 00:00";"03.11.2021 00:00";5.62;3.65;34.87;;29.94;13.52
"03.11.2021 00:00";"04.11.2021 00:00";7.75;5.33;30.02;;33.95;19.95
"04.11.2021 00:00";"05.11.2021 00:00";6.65;5.16;36.59;;24.32;10.59
"05.11.2021 00:00";"06.11.2021 00:00";10.88;7.55;31.16;;30.14;13.64
"06.11.2021 00:00";"07.11.2021 00:00";10.92;8.86;24.44;;29.69;16.44
"07.11.2021 00:00";"08.11.2021 00:00";8.30;6.65;;;;
"08.11.2021 00:00";"09.11.2021 00:00";10.11;7.31;30.29;;30.02;13.17
"09.11.2021 00:00";"10.11.2021 00:00";13.86;10.71;24.39;;30.36;17.38
"10.11.2021 00:00";"11.11.2021 00:00";21.38;15.72;25.10;;44.48;54.03
"11.11.2021 00:00";"12.11.2021 00:00";26.81;19.31;23.11;;42.02;72.46
"12.11.2021 00:00";"13.11.2021 00:00";16.27;13.93;19.69;;36.00;62.98
"13.11.2021 00:00";"14.11.2021 00:00";12.24;10.31;24.73;;35.57;29.97
"14.11.2021 00:00";"15.11.2021 00:00";10.16;8.69;23.35;;22.47;8.53
"15.11.2021 00:00";"16.11.2021 00:00";13.30;9.23;20.53;;26.52;19.08
"16.11.2021 00:00";"17.11.2021 00:00";10.78;7.89;15.44;;23.56;16.30
"17.11.2021 00:00";"18.11.2021 00:00";8.19;6.46;19.23;;25.91;13.83
"18.11.2021 00:00";"19.11.2021 00:00";17.76;10.34;20.32;;27.63;18.02
"19.11.2021 00:00";"20.11.2021 00:00";18.40;14.39;22.15;;36.78;38.02
"20.11.2021 00:00";"21.11.2021 00:00";11.36;10.31;16.73;;27.20;22.45
"21.11.2021 00:00";"22.11.2021 00:00";10.17;8.81;18.45;;29.08;28.30
"22.11.2021 00:00";"23.11.2021 00:00";16.88;9.14;21.49;;27.94;23.50
"23.11.2021 00:00";"24.11.2021 00:00";21.68;10.45;23.16;;27.31;20.79
"24.11.2021 00:00";"25.11.2021 00:00";14.34;11.59;21.16;;24.39;14.72
"25.11.2021 00:00";"26.11.2021 00:00";18.47;15.23;20.63;;32.24;24.17
"26.11.2021 00:00";"27.11.2021 00:00";11.05;9.57;24.41;;31.53;19.52
"27.11.2021 00:00";"28.11.2021 00:00";7.30;5.90;32.73;;28.34;8.63
"28.11.2021 00:00";"29.11.2021 00:00";6.29;5.02;31.52;;17.54;6.20
"29.11.2021 00:00";"30.11.2021 00:00";9.14;6.92;30.95;;31.14;18.84
"30.11.2021 00:00";"01.12.2021 00:00";6.28;4.03;38.40;;20.19;9.96
"01.12.2021 00:00";"02.12.2021 00:00";5.60;3.73;40.08;;26.18;10.84
"02.12.2021 00:00";"03.12.2021 00:00";6.20;3.95;37.81;;30.36;13.27
"03.12.2021 00:00";"04.12.2021 00:00";7.95;6.07;37.66;;33.93;10.81
"04.12.2021 00:00";"05.12.2021 00:00";5.24;3.77;38.16;;33.12;13.39
"05.12.2021 00:00";"06.12.2021 00:00";5.82;4.09;38.57;;16.83;4.88
"06.12.2021 00:00";"07.12.2021 00:00";8.76;6.93;32.83;;29.16;12.40
"07.12.2021 00:00";"08.12.2021 00:00";8.46;4.58;39.26;;31.66;14.51
"08.12.2021 00:00";"09.12.2021 00:00";6.72;4.61;40.89;;53.88;20.78
"09.12.2021 00:00";"10.12.2021 00:00";7.09;4.74;39.48;;34.46;14.84
"10.12.2021 00:00";"11.12.2021 00:00";5.75;3.93;41.16;;35.93;13.69
"11.12.2021 00:00";"12.12.2021 00:00";6.11;4.64;35.49;;27.19;11.82
"12.12.2021 00:00";"13.12.2021 00:00";9.29;7.95;30.74;;33.29;8.73
"13.12.2021 00:00";"14.12.2021 00:00";17.46;14.95;30.42;;49.10;37.91
"14.12.2021 00:00";"15.12.2021 00:00";14.20;11.67;27.93;;49.01;56.52
"15.12.2021 00:00";"16.12.2021 00:00";10.47;9.30;22.77;;38.79;25.88
"16.12.2021 00:00";"17.12.2021 00:00";8.56;7.09;24.54;;31.44;18.72
"17.12.2021 00:00";"18.12.2021 00:00";13.91;11.73;26.18;;36.29;12.79
"18.12.2021 00:00";"19.12.2021 00:00";17.07;15.27;24.98;;31.00;12.93
"19.12.2021 00:00";"20.12.2021 00:00";16.50;15.18;23.23;;34.91;17.27
"20.12.2021 00:00";"21.12.2021 00:00";13.81;11.25;28.85;;35.51;18.26
"21.12.2021 00:00";"22.12.2021 00:00";18.66;15.30;29.62;;28.75;12.50
"22.12.2021 00:00";"23.12.2021 00:00";23.66;20.43;28.19;;37.65;13.53
"23.12.2021 00:00";"24.12.2021 00:00";18.51;10.26;44.08;;61.46;37.41
"24.12.2021 00:00";"25.12.2021 00:00";6.37;4.69;39.72;;28.69;7.05
"25.12.2021 00:00";"26.12.2021 00:00";5.50;4.14;32.40;;22.49;3.56
"26.12.2021 00:00";"27.12.2021 00:00";5.41;4.12;27.94;;20.00;3.60
"27.12.2021 00:00";"28.12.2021 00:00";6.18;4.43;30.76;;28.55;12.39
"28.12.2021 00:00";"29.12.2021 00:00";4.91;3.30;39.50;;22.57;7.35
"29.12.2021 00:00";"30.12.2021 00:00";5.23;3.59;39.23;;21.04;7.59
"30.12.2021 00:00";"31.12.2021 00:00";4.71;3.35;28.94;;17.70;5.72
"31.12.2021 00:00";"01.01.2022 00:00";10.78;8.15;26.47;;34.06;23.37
"01.01.2022 00:00";"02.01.2022 00:00";19.94;15.86;24.71;;39.04;24.73
"02.01.2022 00:00";"03.01.2022 00:00";7.41;4.38;28.95;;26.23;11.33
"03.01.2022 00:00";"04.01.2022 00:00";6.93;4.08;40.42;;19.55;7.09
"04.01.2022 00:00";"05.01.2022 00:00";6.27;3.68;37.28;;22.88;9.11
"05.01.2022 00:00";"06.01.2022 00:00";5.54;3.66;37.13;;20.06;7.31
"06.01.2022 00:00";"07.01.2022 00:00";8.45;6.15;33.56;;24.49;5.94
"07.01.2022 00:00";"08.01.2022 00:00";7.39;4.96;34.54;;24.73;9.46
"08.01.2022 00:00";"09.01.2022 00:00";6.65;4.23;40.07;;28.46;7.95
"09.01.2022 00:00";"10.01.2022 00:00";5.35;3.54;39.14;;14.19;3.46
"10.01.2022 00:00";"11.01.2022 00:00";10.83;7.27;36.68;;35.12;16.85
"11.01.2022 00:00";"12.01.2022 00:00";13.20;10.06;33.15;;38.08;20.73
"12.01.2022 00:00";"13.01.2022 00:00";14.70;10.78;33.85;;42.03;16.07
"13.01.2022 00:00";"14.01.2022 00:00";20.03;14.63;35.15;;53.11;22.85
"14.01.2022 00:00";"15.01.2022 00:00";19.83;14.70;39.32;;67.59;45.07
"15.01.2022 00:00";"16.01.2022 00:00";21.66;18.45;33.05;;57.99;37.55
"16.01.2022 00:00";"17.01.2022 00:00";12.41;8.90;38.97;;42.46;17.64
"17.01.2022 00:00";"18.01.2022 00:00";10.90;8.04;41.13;;37.32;12.02
"18.01.2022 00:00";"19.01.2022 00:00";12.86;8.96;34.49;;39.25;20.68
"19.01.2022 00:00";"20.01.2022 00:00";18.57;13.71;34.50;;35.79;18.19
"20.01.2022 00:00";"21.01.2022 00:00";8.33;5.67;36.57;;29.11;13.51
"21.01.2022 00:00";"22.01.2022 00:00";11.48;6.27;41.06;;29.11;9.65
"22.01.2022 00:00";"23.01.2022 00:00";11.20;7.66;39.00;;40.22;7.51
"23.01.2022 00:00";"24.01.2022 00:00";13.63;10.47;32.32;;29.31;7.26
"24.01.2022 00:00";"25.01.2022 00:00";19.45;14.49;30.50;;34.79;13.14
"25.01.2022 00:00";"26.01.2022 00:00";22.47;14.63;34.13;;57.30;37.99
"26.01.2022 00:00";"27.01.2022 00:00";20.80;11.62;44.18;;71.75;48.42
"27.01.2022 00:00";"28.01.2022 00:00";23.94;10.46;46.00;;70.57;47.95
"28.01.2022 00:00";"29.01.2022 00:00";11.46;7.65;36.64;;34.14;9.95
"29.01.2022 00:00";"30.01.2022 00:00";11.11;6.01;39.82;;28.07;8.22
"30.01.2022 00:00";"31.01.2022 00:00";7.08;4.76;32.53;;22.68;4.73
"31.01.2022 00:00";"01.02.2022 00:00";7.17;4.64;37.54;;23.24;9.80
"01.02.2022 00:00";"02.02.2022 00:00";6.24;3.92;39.60;;22.79;10.39
"02.02.2022 00:00";"03.02.2022 00:00";5.47;3.57;34.93;;29.75;12.75
"03.02.2022 00:00";"04.02.2022 00:00";8.05;4.92;28.66;;35.41;19.68
"04.02.2022 00:00";"05.02.2022 00:00";12.75;8.70;28.98;;29.23;12.88
"05.02.2022 00:00";"06.02.2022 00:00";6.76;4.22;36.78;;20.89;5.83
"06.02.2022 00:00";"07.02.2022 00:00";6.64;4.05;38.48;;9.54;3.54
"07.02.2022 00:00";"08.02.2022 00:00";7.83;4.12;41.31;;27.61;11.72
"08.02.2022 00:00";"09.02.2022 00:00";11.88;5.18;39.87;;46.45;17.82
"09.02.2022 00:00";"10.02.2022 00:00";11.98;5.48;41.07;;56.70;28.15
"10.02.2022 00:00";"11.02.2022 00:00";15.40;7.19;48.99;;54.57;34.37
"11.02.2022 00:00";"12.02.2022 00:00";9.73;6.36;40.86;;33.01;11.81
"12.02.2022 00:00";"13.02.2022 00:00";10.72;6.76;38.05;;31.70;9.82
"13.02.2022 00:00";"14.02.2022 00:00";11.07;6.80;42.24;;40.27;10.39
"14.02.2022 00:00";"15.02.2022 00:00";14.75;7.24;47.42;;53.21;23.01
"15.02.2022 00:00";"16.02.2022 00:00";6.25;4.26;37.72;;25.65;9.52
"16.02.2022 00:00";"17.02.2022 00:00";6.22;3.41;40.48;;34.41;15.86
"17.02.2022 00:00";"18.02.2022 00:00";6.06;3.46;36.93;;17.84;8.92
"18.02.2022 00:00";"19.02.2022 00:00";8.51;4.33;40.83;;24.74;10.35
"19.02.2022 00:00";"20.02.2022 00:00";7.02;4.45;38.91;;15.36;5.71
"20.02.2022 00:00";"21.02.2022 00:00";6.25;3.79;39.00;;10.88;4.38
"21.02.2022 00:00";"22.02.2022 00:00";5.45;3.36;43.21;;18.45;8.99
"22.02.2022 00:00";"23.02.2022 00:00";7.03;4.28;40.08;;24.29;11.59
"23.02.2022 00:00";"24.02.2022 00:00";9.26;4.80;41.18;;34.37;14.01
"24.02.2022 00:00";"25.02.2022 00:00";10.95;5.41;42.27;;40.04;23.15
"25.02.2022 00:00";"26.02.2022 00:00";8.44;4.42;41.71;;24.34;10.75
"26.02.2022 00:00";"27.02.2022 00:00";10.56;6.82;39.31;;23.98;9.82
"27.02.2022 00:00";"28.02.2022 00:00";9.17;6.33;39.24;;27.55;7.11
"28.02.2022 00:00";"01.03.2022 00:00";15.40;9.69;40.62;;43.37;18.00
"01.03.2022 00:00";"02.03.2022 00:00";18.73;12.77;40.09;;46.89;16.64
"02.03.2022 00:00";"03.03.2022 00:00";23.19;13.21;47.30;;68.24;32.75
"03.03.2022 00:00";"04.03.2022 00:00";27.62;18.76;42.86;;58.07;24.85
"04.03.2022 00:00";"05.03.2022 00:00";25.77;17.05;43.76;;42.14;12.80
"05.03.2022 00:00";"06.03.2022 00:00";19.97;15.12;40.52;;33.82;8.46
"06.03.2022 00:00";"07.03.2022 00:00";19.77;15.97;36.40;;27.60;6.69
"07.03.2022 00:00";"08.03.2022 00:00";26.10;18.02;39.09;;33.58;14.15
"08.03.2022 00:00";"09.03.2022 00:00";27.98;21.21;41.44;;47.28;15.58
"09.03.2022 00:00";"10.03.2022 00:00";27.36;17.60;50.36;;60.23;23.48
"10.03.2022 00:00";"11.03.2022 00:00";24.07;14.77;51.02;;61.51;23.75
"11.03.2022 00:00";"12.03.2022 00:00";24.27;14.71;47.12;;52.10;17.27
"12.03.2022 00:00";"13.03.2022 00:00";26.70;18.63;47.24;;45.00;10.70
"13.03.2022 00:00";"14.03.2022 00:00";17.01;11.41;49.69;;36.57;7.67
"14.03.2022 00:00";"15.03.2022 00:00";12.60;5.76;50.40;;34.77;11.04
"15.03.2022 00:00";"16.03.2022 00:00";25.70;10.25;41.51;;52.26;18.56
"16.03.2022 00:00";"17.03.2022 00:00";29.63;12.42;34.29;;43.75;25.07
"17.03.2022 00:00";"18.03.2022 00:00";44.11;20.39;27.78;;37.70;29.11
"18.03.2022 00:00";"19.03.2022 00:00";39.74;27.00;37.90;;38.87;19.04
"19.03.2022 00:00";"20.03.2022 00:00";29.16;23.03;47.91;;28.13;6.33
"20.03.2022 00:00";"21.03.2022 00:00";23.56;18.27;44.44;;32.77;4.47
"21.03.2022 00:00";"22.03.2022 00:00";40.40;14.97;51.23;;54.95;24.11
"22.03.2022 00:00";"23.03.2022 00:00";37.09;15.08;52.73;;50.94;20.97
"23.03.2022 00:00";"24.03.2022 00:00";25.86;16.05;53.37;;53.86;18.15
"24.03.2022 00:00";"25.03.2022 00:00";24.44;14.72;52.59;;53.73;17.41
"25.03.2022 00:00";"26.03.2022 00:00";29.36;16.84;57.41;;55.30;18.84
"26.03.2022 00:00";"27.03.2022 00:00";29.46;20.26;57.13;;42.55;7.75
"27.03.2022 00:00";"28.03.2022 00:00";25.86;18.59;54.08;;33.89;4.44
"28.03.2022 00:00";"29.03.2022 00:00";39.70;18.05;59.62;;54.98;19.70
"29.03.2022 00:00";"30.03.2022 00:00";48.65;18.19;61.35;;50.70;16.07
"30.03.2022 00:00";"31.03.2022 00:00";30.12;13.16;49.81;;30.11;7.76
"31.03.2022 00:00";"01.04.2022 00:00";18.34;9.21;38.66;;25.50;8.76
"01.04.2022 00:00";"02.04.2022 00:00";7.25;5.32;35.04;;33.32;14.74
"02.04.2022 00:00";"03.04.2022 00:00";12.09;9.24;37.03;;23.86;9.85
"03.04.2022 00:00";"04.04.2022 00:00";13.16;10.43;40.96;;21.30;6.96
"04.04.2022 00:00";"05.04.2022 00:00";14.37;10.40;;;;
"05.04.2022 00:00";"06.04.2022 00:00";11.66;7.38;;;;
"06.04.2022 00:00";"07.04.2022 00:00";10.19;5.38;;;;
"07.04.2022 00:00";"08.04.2022 00:00";7.01;3.31;39.55;;15.81;8.73
"08.04.2022 00:00";"09.04.2022 00:00";6.24;3.24;42.52;;17.77;7.25
"09.04.2022 00:00";"10.04.2022 00:00";6.97;4.83;41.68;;17.05;6.20
"10.04.2022 00:00";"11.04.2022 00:00";7.50;5.14;41.89;;13.67;3.44
"11.04.2022 00:00";"12.04.2022 00:00";16.38;5.90;43.43;;36.24;13.10
"12.04.2022 00:00";"13.04.2022 00:00";15.65;7.29;45.51;;45.41;22.44
"13.04.2022 00:00";"14.04.2022 00:00";21.58;9.20;48.06;;40.33;17.16
"14.04.2022 00:00";"15.04.2022 00:00";19.99;10.36;53.74;;32.12;10.75
"15.04.2022 00:00";"16.04.2022 00:00";19.55;14.08;41.65;;14.20;2.11
"16.04.2022 00:00";"17.04.2022 00:00";12.13;8.80;36.56;;15.48;4.49
"17.04.2022 00:00";"18.04.2022 00:00";10.13;6.93;42.72;;12.34;2.99
"18.04.2022 00:00";"19.04.2022 00:00";9.14;6.30;40.76;;15.18;2.47
"19.04.2022 00:00";"20.04.2022 00:00";21.28;7.93;50.73;;34.65;14.17
"20.04.2022 00:00";"21.04.2022 00:00";16.59;8.73;48.55;;24.95;8.96
"21.04.2022 00:00";"22.04.2022 00:00";23.34;11.50;49.48;;32.47;12.56
"22.04.2022 00:00";"23.04.2022 00:00";21.51;14.36;42.83;;27.86;7.31
"23.04.2022 00:00";"24.04.2022 00:00";22.01;15.58;33.69;;23.62;7.49
"24.04.2022 00:00";"25.04.2022 00:00";7.37;4.11;44.59;;14.25;4.35
"25.04.2022 00:00";"26.04.2022 00:00";8.07;4.20;43.23;;21.72;9.09
"26.04.2022 00:00";"27.04.2022 00:00";7.92;5.19;44.83;;24.32;7.50
"27.04.2022 00:00";"28.04.2022 00:00";17.78;9.39;43.56;;29.84;12.92
"28.04.2022 00:00";"29.04.2022 00:00";12.64;7.61;43.78;;27.05;9.81
"29.04.2022 00:00";"30.04.2022 00:00";16.19;8.83;49.97;;33.02;10.95
"30.04.2022 00:00";"01.05.2022 00:00";12.00;8.71;48.53;;19.15;3.58
"01.05.2022 00:00";"02.05.2022 00:00";12.15;8.60;44.69;;15.92;3.04
"02.05.2022 00:00";"03.05.2022 00:00";17.81;8.80;42.83;;29.21;10.66
"03.05.2022 00:00";"04.05.2022 00:00";12.50;7.89;44.38;;27.86;9.59
"06.05.2022 00:00";"07.05.2022 00:00";13.30;9.19;35.01;;24.76;9.65
"07.05.2022 00:00";"08.05.2022 00:00";17.14;13.58;34.89;;21.87;7.39
"08.05.2022 00:00";"09.05.2022 00:00";11.88;8.70;35.34;;16.98;4.51
"09.05.2022 00:00";"10.05.2022 00:00";13.93;9.43;33.48;;22.12;8.85
"10.05.2022 00:00";"11.05.2022 00:00";12.13;7.31;42.45;;30.18;12.34
"11.05.2022 00:00";"12.05.2022 00:00";14.00;7.35;52.58;;31.85;11.68
"12.05.2022 00:00";"13.05.2022 00:00";20.58;8.27;57.23;;27.25;7.06
"13.05.2022 00:00";"14.05.2022 00:00";13.06;7.82;46.43;;20.92;5.64
"14.05.2022 00:00";"15.05.2022 00:00";14.02;8.88;41.99;;15.53;3.89
"15.05.2022 00:00";"16.05.2022 00:00";12.60;7.96;44.93;;15.88;3.20
"16.05.2022 00:00";"17.05.2022 00:00";13.07;6.95;45.90;;24.70;7.30
"17.05.2022 00:00";"18.05.2022 00:00";23.90;8.28;41.69;;28.99;12.87
"18.05.2022 00:00";"19.05.2022 00:00";17.08;7.76;43.57;;28.47;10.96
"19.05.2022 00:00";"20.05.2022 00:00";14.46;7.08;47.82;;30.63;10.26
"20.05.2022 00:00";"21.05.2022 00:00";16.87;8.18;48.62;;32.90;12.84
"21.05.2022 00:00";"22.05.2022 00:00";13.54;7.85;36.35;;14.22;3.55
"22.05.2022 00:00";"23.05.2022 00:00";11.93;7.31;36.41;;12.40;2.99
"23.05.2022 00:00";"24.05.2022 00:00";16.65;8.38;36.13;;23.31;9.92
"24.05.2022 00:00";"25.05.2022 00:00";8.15;4.64;35.01;;22.12;9.06
"25.05.2022 00:00";"26.05.2022 00:00";8.55;4.78;37.52;;18.92;6.94
"26.05.2022 00:00";"27.05.2022 00:00";8.15;4.68;42.17;;10.41;2.31
"27.05.2022 00:00";"28.05.2022 00:00";8.31;4.80;38.26;;14.22;5.50
"28.05.2022 00:00";"29.05.2022 00:00";9.32;5.96;40.79;;13.53;4.29
"29.05.2022 00:00";"30.05.2022 00:00";8.78;5.32;;;;
"30.05.2022 00:00";"31.05.2022 00:00";8.86;5.25;45.11;;20.40;6.76
"31.05.2022 00:00";"01.06.2022 00:00";10.57;5.44;44.89;;27.23;9.21
"01.06.2022 00:00";"02.06.2022 00:00";9.62;6.07;39.90;;23.75;8.49
"02.06.2022 00:00";"03.06.2022 00:00";12.74;8.81;;;;3.95
"03.06.2022 00:00";"04.06.2022 00:00";12.41;7.71;;;;11.45
"04.06.2022 00:00";"05.06.2022 00:00";12.36;6.87;34.40;;15.11;4.79
"05.06.2022 00:00";"06.06.2022 00:00";11.25;6.65;36.69;;10.99;2.29
"06.06.2022 00:00";"07.06.2022 00:00";9.55;5.94;34.08;;12.06;3.15
"07.06.2022 00:00";"08.06.2022 00:00";7.05;4.24;34.91;;19.95;9.99
"08.06.2022 00:00";"09.06.2022 00:00";9.77;4.87;37.83;;19.79;9.91
"09.06.2022 00:00";"10.06.2022 00:00";6.75;3.90;38.60;;20.32;9.17
"10.06.2022 00:00";"11.06.2022 00:00";8.78;5.13;40.95;;21.74;10.41
"11.06.2022 00:00";"12.06.2022 00:00";8.51;5.52;42.00;;18.71;5.72
"12.06.2022 00:00";"13.06.2022 00:00";9.10;5.68;46.01;;15.91;3.47
"13.06.2022 00:00";"14.06.2022 00:00";9.80;6.27;41.15;;20.79;7.40
"14.06.2022 00:00";"15.06.2022 00:00";11.55;7.10;51.01;;24.34;8.37
"15.06.2022 00:00";"16.06.2022 00:00";15.36;8.32;57.82;;33.40;11.55
"16.06.2022 00:00";"17.06.2022 00:00";17.91;9.70;62.96;;28.31;8.91
"17.06.2022 00:00";"18.06.2022 00:00";14.50;8.44;63.52;;29.61;7.34
"18.06.2022 00:00";"19.06.2022 00:00";17.94;8.39;50.41;;22.62;6.23
"19.06.2022 00:00";"20.06.2022 00:00";27.26;12.19;53.30;;18.19;4.27
"20.06.2022 00:00";"21.06.2022 00:00";22.07;11.18;59.49;;25.70;7.46
"21.06.2022 00:00";"22.06.2022 00:00";21.42;12.11;49.70;;22.33;8.04
"22.06.2022 00:00";"23.06.2022 00:00";20.71;10.14;40.40;;24.40;9.27
"23.06.2022 00:00";"24.06.2022 00:00";13.53;6.13;46.16;;24.15;10.98
"24.06.2022 00:00";"25.06.2022 00:00";10.16;5.18;39.43;;18.61;6.51
"25.06.2022 00:00";"26.06.2022 00:00";11.70;8.35;40.44;;16.42;6.04
"26.06.2022 00:00";"27.06.2022 00:00";9.18;5.06;47.25;;11.25;3.49
"27.06.2022 00:00";"28.06.2022 00:00";9.44;5.03;45.12;;19.52;9.52
"28.06.2022 00:00";"29.06.2022 00:00";10.63;5.77;33.73;;23.38;12.14
"29.06.2022 00:00";"30.06.2022 00:00";13.11;7.95;39.77;;21.14;8.73
"30.06.2022 00:00";"01.07.2022 00:00";14.46;8.57;44.25;;26.83;9.89
"01.07.2022 00:00";"02.07.2022 00:00";6.12;3.67;36.71;;21.16;7.77
"02.07.2022 00:00";"03.07.2022 00:00";9.35;5.32;33.12;;17.17;6.31
"03.07.2022 00:00";"04.07.2022 00:00";9.85;5.48;44.56;;19.03;5.10
"04.07.2022 00:00";"05.07.2022 00:00";9.12;5.21;44.52;;22.42;6.72
"05.07.2022 00:00";"06.07.2022 00:00";11.01;6.34;47.09;;22.99;6.99
"06.07.2022 00:00";"07.07.2022 00:00";11.85;6.94;52.68;;23.83;8.10
"07.07.2022 00:00";"08.07.2022 00:00";11.20;5.94;47.05;;20.70;7.89
"08.07.2022 00:00";"09.07.2022 00:00";10.82;5.97;41.63;;18.14;10.13
"09.07.2022 00:00";"10.07.2022 00:00";8.87;5.50;41.53;;15.12;5.48
"10.07.2022 00:00";"11.07.2022 00:00";8.97;6.03;41.21;;10.40;3.43
"11.07.2022 00:00";"12.07.2022 00:00";15.11;5.89;41.45;;22.71;13.48
"12.07.2022 00:00";"13.07.2022 00:00";12.81;5.69;44.29;;25.45;11.84
"13.07.2022 00:00";"14.07.2022 00:00";10.79;5.21;50.68;;25.34;8.94
"14.07.2022 00:00";"15.07.2022 00:00";12.87;6.54;65.29;;31.69;11.34
"15.07.2022 00:00";"16.07.2022 00:00";15.71;9.01;63.44;;21.78;5.38
"16.07.2022 00:00";"17.07.2022 00:00";12.70;7.87;58.58;;14.09;2.55
"17.07.2022 00:00";"18.07.2022 00:00";11.16;7.27;54.48;;11.63;1.59
"18.07.2022 00:00";"19.07.2022 00:00";15.36;7.98;59.36;;28.44;10.06
"19.07.2022 00:00";"20.07.2022 00:00";17.16;9.13;60.83;;24.92;7.02
"20.07.2022 00:00";"21.07.2022 00:00";18.17;11.28;61.67;;32.09;10.21
"21.07.2022 00:00";"22.07.2022 00:00";16.71;11.90;47.59;;21.29;6.04
"22.07.2022 00:00";"23.07.2022 00:00";18.77;13.08;48.33;;21.44;5.49
"23.07.2022 00:00";"24.07.2022 00:00";13.10;9.86;48.85;;12.29;2.47
